subj_id,group,session,filter,trial,staircase_id,pair_name,level,response,correct,rt,reversal_count
CDX006,1,1,no_filter,1,red-orange_sc0,red-orange,0.65,different,1,1.4881,0
CDX006,1,1,no_filter,2,yellow-purple_sc1,yellow-purple,0.35,different,1,0.7425,0
CDX006,1,1,no_filter,3,red-cyan_sc1,red-cyan,0.35,different,1,0.5199,0
CDX006,1,1,no_filter,4,yellow-purple_sc0,yellow-purple,0.65,different,1,0.3736,0
CDX006,1,1,no_filter,5,red-cyan_sc0,red-cyan,0.65,different,1,0.3623,0
CDX006,1,1,no_filter,6,red-orange_sc1,red-orange,0.35,different,1,0.4048,0
CDX006,1,1,no_filter,7,yellow-purple_sc0,yellow-purple,0.5,different,1,0.2678,0
CDX006,1,1,no_filter,8,blue-purple_sc1,blue-purple,0.35,different,1,1.3417,0
CDX006,1,1,no_filter,9,red-cyan_sc1,red-cyan,0.2,different,1,0.4707,0
CDX006,1,1,no_filter,10,orange-yellow_sc0,orange-yellow,0.65,different,1,0.462,0
CDX006,1,1,no_filter,11,orange-yellow_sc1,orange-yellow,0.35,different,1,0.6345,0
CDX006,1,1,no_filter,12,red-cyan_sc1,red-cyan,0.05,different,1,0.4701,0
CDX006,1,1,no_filter,13,blue-purple_sc1,blue-purple,0.5,same,0,1.1904,1
CDX006,1,1,no_filter,14,blue-purple_sc1,blue-purple,0.47,different,1,1.7779,2
CDX006,1,1,no_filter,15,red-cyan_sc1,red-cyan,0.0,different,1,0.9125,0
CDX006,1,1,no_filter,16,cyan-magenta_sc0,cyan-magenta,0.65,different,1,0.5272,0
CDX006,1,1,no_filter,17,cyan-magenta_sc1,cyan-magenta,0.35,different,1,0.4996,0
CDX006,1,1,no_filter,18,yellow-green_sc0,yellow-green,0.65,different,1,0.3323,0
CDX006,1,1,no_filter,19,cyan-magenta_sc1,cyan-magenta,0.2,different,1,0.3306,0
CDX006,1,1,no_filter,20,cyan-magenta_sc0,cyan-magenta,0.5,different,1,0.4889,0
CDX006,1,1,no_filter,21,yellow-purple_sc0,yellow-purple,0.35,different,1,0.3226,0
CDX006,1,1,no_filter,22,blue-purple_sc1,blue-purple,0.44,different,1,4.8008,2
CDX006,1,1,no_filter,23,red-orange_sc1,red-orange,0.2,different,1,0.7486,0
CDX006,1,1,no_filter,24,yellow-purple_sc1,yellow-purple,0.2,different,1,0.6651,0
CDX006,1,1,no_filter,25,cyan-magenta_sc1,cyan-magenta,0.05,different,1,0.4708,0
CDX006,1,1,no_filter,26,red-orange_sc1,red-orange,0.05,different,1,0.7161,0
CDX006,1,1,no_filter,27,green-blue_sc1,green-blue,0.35,different,1,0.5844,0
CDX006,1,1,no_filter,28,yellow-purple_sc0,yellow-purple,0.2,different,1,0.5059,0
CDX006,1,1,no_filter,29,yellow-purple_sc1,yellow-purple,0.05,different,1,0.4697,0
CDX006,1,1,no_filter,30,yellow-green_sc1,yellow-green,0.35,different,1,0.468,0
CDX006,1,1,no_filter,31,green-blue_sc0,green-blue,0.65,different,1,0.457,0
CDX006,1,1,no_filter,32,cyan-magenta_sc0,cyan-magenta,0.35,different,1,0.5822,0
CDX006,1,1,no_filter,33,red-cyan_sc0,red-cyan,0.5,different,1,0.3654,0
CDX006,1,1,no_filter,34,yellow-purple_sc0,yellow-purple,0.05,different,1,0.3071,0
CDX006,1,1,no_filter,35,red-orange_sc0,red-orange,0.5,different,1,0.3886,0
CDX006,1,1,no_filter,36,cyan-magenta_sc1,cyan-magenta,0.2,same,0,0.6945,1
CDX006,1,1,no_filter,37,blue-purple_sc0,blue-purple,0.65,different,1,1.205,0
CDX006,1,1,no_filter,38,cyan-magenta_sc0,cyan-magenta,0.2,different,1,0.7775,0
CDX006,1,1,no_filter,39,green-blue_sc0,green-blue,0.5,different,1,0.5514,0
CDX006,1,1,no_filter,40,yellow-purple_sc1,yellow-purple,0.0,different,1,0.6956,0
CDX006,1,1,no_filter,41,red-orange_sc0,red-orange,0.35,different,1,0.5452,0
CDX006,1,1,no_filter,42,yellow-purple_sc0,yellow-purple,0.0,different,1,4.8855,0
