subj_id,group,session,run,trial,stimulus_label,response_label,correct,rt,color_order
CDX006,1,1,1,1,color_2,color_2,1,5.4462,color_5|color_8|color_7|color_6|color_1|color_4|color_2|color_3
CDX006,1,1,1,2,color_8,color_8,1,2.8553,color_3|color_1|color_6|color_5|color_8|color_7|color_4|color_2
CDX006,1,1,1,3,color_1,color_1,1,2.6906,color_6|color_5|color_1|color_7|color_2|color_8|color_4|color_3
CDX006,1,1,1,4,color_2,color_2,1,1.8051,color_3|color_2|color_7|color_1|color_6|color_4|color_8|color_5
CDX006,1,1,1,5,color_3,color_3,1,1.7877,color_6|color_4|color_5|color_7|color_3|color_8|color_1|color_2
CDX006,1,1,1,6,color_4,color_4,1,1.8739,color_1|color_7|color_2|color_5|color_4|color_8|color_6|color_3
CDX006,1,1,1,7,color_7,color_7,1,3.7365,color_1|color_3|color_6|color_8|color_5|color_4|color_7|color_2
CDX006,1,1,1,8,color_6,color_6,1,1.2671,color_6|color_2|color_5|color_7|color_8|color_3|color_4|color_1
CDX006,1,1,1,9,color_5,color_5,1,2.7004,color_8|color_3|color_5|color_2|color_1|color_7|color_4|color_6
CDX006,1,1,1,10,color_5,color_5,1,1.2749,color_5|color_7|color_6|color_8|color_4|color_1|color_3|color_2
CDX006,1,1,1,11,color_5,color_5,1,2.5378,color_7|color_1|color_4|color_3|color_8|color_5|color_6|color_2
CDX006,1,1,1,12,color_1,color_1,1,5.0877,color_6|color_8|color_2|color_5|color_4|color_3|color_7|color_1
CDX006,1,1,1,13,color_3,color_2,0,2.4551,color_6|color_7|color_4|color_1|color_2|color_3|color_8|color_5
CDX006,1,1,1,14,color_2,color_2,1,4.5285,color_1|color_7|color_5|color_2|color_4|color_6|color_3|color_8
CDX006,1,1,1,15,color_6,color_6,1,3.5996,color_7|color_3|color_2|color_6|color_8|color_5|color_1|color_4
CDX006,1,1,1,16,color_2,color_2,1,1.8882,color_3|color_8|color_7|color_1|color_2|color_5|color_4|color_6
CDX006,1,1,1,17,color_3,color_3,1,3.4371,color_7|color_1|color_5|color_6|color_8|color_3|color_2|color_4
CDX006,1,1,1,18,color_3,color_7,0,2.0503,color_7|color_4|color_1|color_2|color_3|color_8|color_5|color_6
CDX006,1,1,1,19,color_8,color_8,1,1.1918,color_8|color_6|color_2|color_7|color_3|color_1|color_5|color_4
CDX006,1,1,1,20,color_1,color_1,1,1.6147,color_1|color_5|color_6|color_8|color_2|color_7|color_4|color_3
CDX006,1,1,1,21,color_1,color_1,1,3.8239,color_3|color_6|color_8|color_1|color_4|color_2|color_7|color_5
CDX006,1,1,1,22,color_4,color_4,1,2.7453,color_4|color_5|color_8|color_2|color_3|color_6|color_1|color_7
CDX006,1,1,1,23,color_1,color_1,1,1.9276,color_4|color_1|color_8|color_7|color_5|color_3|color_6|color_2
CDX006,1,1,1,24,color_4,color_4,1,3.4771,color_8|color_3|color_4|color_7|color_2|color_1|color_6|color_5
CDX006,1,1,1,25,color_5,color_5,1,3.7538,color_8|color_6|color_4|color_2|color_5|color_3|color_7|color_1
