method,roi,roi_voxels,bold_brain_voxels,intersection_voxels,roi_coverage_ratio,bold_in_roi_ratio,mean_signal_in_roi,std_signal_in_roi,mean_signal_in_brain,signal_ratio_roi_vs_brain,weighted_overlap,subject,run,glm_n_roi_voxels,glm_n_valid_voxels,glm_valid_ratio,glm_mean_amplitude,glm_std_amplitude,glm_mean_variance_across_colors
method3_header_mi,V1,858,213616,586,0.682983682983683,0.0027432402067260877,599.5843821103527,65.6319203121646,251.69487014991597,2.3821875342680796,927.7099999999999,08,6,586,586,1.0,24.59976951310802,21.447886994066035,787.5602895245945
method3_header_mi,V2,557,213616,415,0.7450628366247756,0.0019427383716575538,567.5731844042838,100.76175485204831,251.69487014991597,2.2550049751360546,975.3700000000002,08,6,415,415,1.0,30.519637669601405,30.6387207007715,1504.0067353397772
method3_header_mi,V3,115,213616,114,0.991304347826087,0.0005336678900456894,573.5905823586745,72.46207734640774,251.69487014991597,2.278912486444516,858.3799999999994,08,6,114,114,1.0,34.00755843483657,36.23049992945767,2033.7468713582264
method3_header_mi,hV4,70,213616,70,1.0,0.00032769080967717774,549.441121031746,90.39786910295815,251.69487014991597,2.1829651144835993,419.80999999999995,08,6,70,70,1.0,35.67939966672959,39.55184189593277,2511.2427667235097
