ROI,Method,N_voxels,Optimal_delay_TRs,Use_PCA,N_components,Classification_accuracy,Reconstruction_error_deg,Novel_color_error_deg
hV4,universal_hrf,72,5,True,20,1.0,4.265720245797212,90.1983450444821
