subject,run,n_volumes,mean_fd,median_fd,max_fd,std_fd,fd_gt_0.5,fd_gt_0.5_pct,fd_gt_0.9,fd_gt_0.9_pct,mean_trans,max_trans,mean_rot,max_rot
09,3,292,0.36839856776643837,0.31745227499999995,1.265076185,0.2626818124918675,65,22.26027397260274,14,4.794520547945205,0.14388466825342464,0.273543,0.07603002637651961,0.3106084421495511
09,4,288,0.33999558922222217,0.30383519999999997,1.3284335500000002,0.23691636865174967,53,18.40277777777778,7,2.430555555555556,0.16227915271990742,0.332365,0.07513501406917412,0.2381837120560393
09,5,288,0.2789940746909722,0.22907199499999997,0.9502343,0.17857217580698065,26,9.027777777777777,1,0.3472222222222222,0.1891000395810185,0.635173,0.061453832871938376,0.2287780368911717
09,6,288,0.3080920962604166,0.2458926999999999,1.15227085,0.20908033883789245,50,17.36111111111111,6,2.083333333333333,0.19205849655092597,0.716246,0.07599990878700519,0.3020885597359558
10,1,292,0.2801469316938356,0.29097787750000004,0.7106142450000001,0.12405852815155011,7,2.3972602739726026,0,0.0,0.1400597766678082,0.339674,0.03902881414593091,0.2080696233017584
10,2,288,0.31460415973506944,0.28841647000000004,0.9121254,0.17508885280414405,44,15.277777777777779,2,0.6944444444444444,0.14722735738425927,0.393496,0.04863463564909345,0.2029376403307716
10,3,292,0.330885146109589,0.3453175799999999,0.74643202,0.1398103143493869,28,9.58904109589041,0,0.0,0.15551947049086756,0.403388,0.03638072498436462,0.2417446447527774
10,4,288,0.2563520083229166,0.20722484999999996,1.30631943,0.15875542955003347,26,9.027777777777777,1,0.3472222222222222,0.14434981497685187,0.372237,0.02877450646424683,0.1413257697469688
10,5,288,0.39042815174711804,0.37316722499999994,1.4763486,0.24200099605105022,76,26.38888888888889,11,3.8194444444444446,0.1463292053402778,0.780411,0.040939625696053424,0.3609960695267411
10,6,288,0.34896631637048603,0.34470102750000003,1.4186822,0.19252336696799138,42,14.583333333333334,4,1.3888888888888888,0.13393239947916669,0.859004,0.043566604879952564,0.2638682640961639
