subj_id,group,session,run,trial,stimulus_label,response_label,correct,rt,color_order
CDX004,1,1,1,1,color_2,color_2,1,5.2002,color_6|color_4|color_8|color_7|color_1|color_2|color_3|color_5
CDX004,1,1,1,2,color_5,color_5,1,4.4726,color_3|color_1|color_8|color_7|color_6|color_4|color_2|color_5
CDX004,1,1,1,3,color_4,color_4,1,4.5857,color_1|color_5|color_3|color_2|color_7|color_6|color_8|color_4
CDX004,1,1,1,4,color_1,color_1,1,2.2828,color_2|color_1|color_7|color_3|color_5|color_4|color_8|color_6
CDX004,1,1,1,5,color_3,color_3,1,3.7169,color_2|color_7|color_5|color_4|color_8|color_3|color_1|color_6
CDX004,1,1,1,6,color_8,color_8,1,3.3961,color_1|color_6|color_2|color_8|color_7|color_3|color_4|color_5
CDX004,1,1,1,7,color_3,color_3,1,3.4179,color_2|color_6|color_5|color_4|color_7|color_1|color_3|color_8
CDX004,1,1,1,8,color_2,color_2,1,2.1425,color_7|color_2|color_8|color_1|color_3|color_5|color_6|color_4
CDX004,1,1,1,9,color_8,color_8,1,2.1099,color_4|color_8|color_7|color_2|color_1|color_5|color_3|color_6
CDX004,1,1,1,10,color_1,color_1,1,3.9023,color_7|color_5|color_2|color_8|color_4|color_6|color_1|color_3
CDX004,1,1,1,11,color_5,color_5,1,1.6355,color_5|color_2|color_8|color_4|color_3|color_7|color_1|color_6
CDX004,1,1,1,12,color_3,color_3,1,3.6984,color_7|color_1|color_4|color_3|color_6|color_8|color_5|color_2
CDX004,1,1,1,13,color_1,color_1,1,3.1978,color_2|color_8|color_5|color_7|color_3|color_1|color_6|color_4
CDX004,1,1,1,14,color_5,color_5,1,2.8782,color_8|color_3|color_1|color_7|color_4|color_5|color_6|color_2
CDX004,1,1,1,15,color_1,color_1,1,4.7069,color_5|color_2|color_6|color_8|color_3|color_4|color_1|color_7
CDX004,1,1,1,16,color_4,color_4,1,4.4492,color_6|color_3|color_8|color_1|color_5|color_2|color_7|color_4
CDX004,1,1,1,17,color_4,color_4,1,2.5049,color_2|color_4|color_8|color_5|color_7|color_3|color_6|color_1
CDX004,1,1,1,18,color_5,color_5,1,1.4628,color_5|color_8|color_7|color_3|color_1|color_2|color_6|color_4
CDX004,1,1,1,19,color_3,color_3,1,1.6782,color_2|color_3|color_5|color_8|color_7|color_1|color_4|color_6
CDX004,1,1,1,20,color_5,color_5,1,1.8355,color_4|color_5|color_6|color_8|color_1|color_3|color_2|color_7
CDX004,1,1,1,21,color_4,color_4,1,2.5634,color_5|color_7|color_4|color_8|color_1|color_3|color_2|color_6
CDX004,1,1,1,22,color_2,color_2,1,1.9496,color_1|color_2|color_8|color_5|color_3|color_4|color_7|color_6
CDX004,1,1,1,23,color_6,color_6,1,3.2048,color_3|color_2|color_8|color_6|color_4|color_7|color_1|color_5
CDX004,1,1,1,24,color_3,color_3,1,2.4873,color_6|color_1|color_3|color_2|color_4|color_7|color_8|color_5
CDX004,1,1,1,25,color_3,color_3,1,1.2715,color_3|color_1|color_6|color_2|color_7|color_5|color_8|color_4
CDX004,1,1,1,26,color_4,color_4,1,3.6744,color_5|color_1|color_8|color_4|color_6|color_7|color_2|color_3
