subj_id,group,session,run,condition,color_mode,filter_subject,trial,stimulus_label,response_label,correct,rt,color_order
CDX008,1,2,2,optimal,filter,sub-08,1,color_1,color_1,1,3.2397,color_1|color_8|color_5|color_4|color_2|color_7|color_3|color_6
CDX008,1,2,2,optimal,filter,sub-08,2,color_4,color_4,1,1.8414,color_5|color_4|color_6|color_3|color_1|color_2|color_7|color_8
CDX008,1,2,2,optimal,filter,sub-08,3,color_4,color_4,1,1.7178,color_8|color_2|color_6|color_4|color_5|color_7|color_1|color_3
CDX008,1,2,2,optimal,filter,sub-08,4,color_8,color_8,1,3.3956,color_1|color_7|color_2|color_6|color_8|color_4|color_3|color_5
CDX008,1,2,2,optimal,filter,sub-08,5,color_4,color_4,1,2.3822,color_5|color_1|color_6|color_8|color_2|color_7|color_4|color_3
CDX008,1,2,2,optimal,filter,sub-08,6,color_7,color_7,1,3.1529,color_3|color_2|color_4|color_1|color_8|color_5|color_6|color_7
CDX008,1,2,2,optimal,filter,sub-08,7,color_8,color_8,1,2.9804,color_3|color_5|color_1|color_6|color_4|color_7|color_2|color_8
CDX008,1,2,2,optimal,filter,sub-08,8,color_1,color_1,1,1.9155,color_4|color_1|color_3|color_6|color_8|color_2|color_5|color_7
CDX008,1,2,2,optimal,filter,sub-08,9,color_8,color_8,1,2.7776,color_2|color_8|color_3|color_1|color_7|color_5|color_4|color_6
CDX008,1,2,2,optimal,filter,sub-08,10,color_1,color_1,1,2.9674,color_8|color_4|color_3|color_7|color_1|color_5|color_6|color_2
CDX008,1,2,2,optimal,filter,sub-08,11,color_2,color_2,1,1.613,color_6|color_2|color_5|color_1|color_7|color_3|color_4|color_8
CDX008,1,2,2,optimal,filter,sub-08,12,color_5,color_5,1,1.8921,color_8|color_7|color_3|color_2|color_5|color_1|color_4|color_6
CDX008,1,2,2,optimal,filter,sub-08,13,color_6,color_6,1,1.4818,color_5|color_6|color_7|color_3|color_4|color_2|color_8|color_1
CDX008,1,2,2,optimal,filter,sub-08,14,color_2,color_2,1,2.0188,color_8|color_1|color_7|color_5|color_2|color_3|color_4|color_6
CDX008,1,2,2,optimal,filter,sub-08,15,color_3,color_3,1,2.3165,color_3|color_5|color_1|color_4|color_6|color_7|color_2|color_8
CDX008,1,2,2,optimal,filter,sub-08,16,color_3,color_3,1,3.6192,color_8|color_6|color_1|color_3|color_5|color_2|color_4|color_7
CDX008,1,2,2,optimal,filter,sub-08,17,color_2,color_2,1,2.0356,color_5|color_1|color_4|color_7|color_3|color_8|color_2|color_6
CDX008,1,2,2,optimal,filter,sub-08,18,color_8,color_8,1,1.4634,color_1|color_8|color_5|color_6|color_4|color_7|color_2|color_3
CDX008,1,2,2,optimal,filter,sub-08,19,color_1,color_1,1,2.379,color_3|color_4|color_5|color_1|color_8|color_7|color_2|color_6
CDX008,1,2,2,optimal,filter,sub-08,20,color_2,color_2,1,1.1248,color_6|color_2|color_7|color_8|color_4|color_3|color_1|color_5
CDX008,1,2,2,optimal,filter,sub-08,21,color_5,color_5,1,1.4955,color_6|color_2|color_5|color_7|color_1|color_4|color_3|color_8
CDX008,1,2,2,optimal,filter,sub-08,22,color_8,color_8,1,6.1249,color_3|color_7|color_1|color_6|color_2|color_8|color_5|color_4
CDX008,1,2,2,optimal,filter,sub-08,23,color_7,color_7,1,3.5462,color_5|color_3|color_2|color_1|color_6|color_8|color_7|color_4
CDX008,1,2,2,optimal,filter,sub-08,24,color_3,color_3,1,1.7018,color_4|color_3|color_8|color_1|color_7|color_6|color_2|color_5
CDX008,1,2,2,optimal,filter,sub-08,25,color_6,color_6,1,1.1039,color_6|color_1|color_3|color_5|color_7|color_2|color_8|color_4
CDX008,1,2,2,optimal,filter,sub-08,26,color_6,color_6,1,1.2974,color_7|color_1|color_6|color_8|color_2|color_4|color_5|color_3
CDX008,1,2,2,optimal,filter,sub-08,27,color_7,color_7,1,3.2484,color_1|color_3|color_5|color_6|color_2|color_8|color_4|color_7
CDX008,1,2,2,optimal,filter,sub-08,28,color_5,color_5,1,1.3578,color_7|color_5|color_3|color_1|color_4|color_2|color_6|color_8
CDX008,1,2,2,optimal,filter,sub-08,29,color_5,color_5,1,2.5358,color_4|color_2|color_8|color_6|color_3|color_7|color_1|color_5
CDX008,1,2,2,optimal,filter,sub-08,30,color_2,color_2,1,2.9673,color_3|color_8|color_5|color_6|color_4|color_7|color_1|color_2
CDX008,1,2,2,optimal,filter,sub-08,31,color_4,color_4,1,1.2204,color_5|color_3|color_8|color_1|color_4|color_2|color_6|color_7
CDX008,1,2,2,optimal,filter,sub-08,32,color_8,color_8,1,3.3246,color_5|color_2|color_7|color_8|color_4|color_1|color_6|color_3
CDX008,1,2,2,optimal,filter,sub-08,33,color_2,color_2,1,1.7312,color_4|color_5|color_6|color_1|color_2|color_7|color_3|color_8
CDX008,1,2,2,optimal,filter,sub-08,34,color_7,color_7,1,2.6464,color_2|color_1|color_4|color_3|color_5|color_8|color_6|color_7
CDX008,1,2,2,optimal,filter,sub-08,35,color_2,color_2,1,1.7603,color_8|color_1|color_7|color_5|color_6|color_4|color_2|color_3
CDX008,1,2,2,optimal,filter,sub-08,36,color_7,color_7,1,3.0611,color_5|color_6|color_2|color_7|color_4|color_3|color_1|color_8
CDX008,1,2,2,optimal,filter,sub-08,37,color_1,color_1,1,1.5326,color_7|color_6|color_3|color_8|color_4|color_2|color_1|color_5
CDX008,1,2,2,optimal,filter,sub-08,38,color_6,color_6,1,0.9558,color_5|color_6|color_4|color_2|color_1|color_8|color_7|color_3
CDX008,1,2,2,optimal,filter,sub-08,39,color_6,color_6,1,1.4796,color_8|color_6|color_3|color_4|color_7|color_5|color_1|color_2
CDX008,1,2,2,optimal,filter,sub-08,40,color_3,color_3,1,3.0725,color_3|color_8|color_2|color_7|color_1|color_4|color_6|color_5
CDX008,1,2,2,optimal,filter,sub-08,41,color_4,color_4,1,1.7685,color_7|color_3|color_6|color_8|color_5|color_2|color_4|color_1
CDX008,1,2,2,optimal,filter,sub-08,42,color_5,color_5,1,1.5793,color_1|color_4|color_6|color_2|color_5|color_7|color_8|color_3
CDX008,1,2,2,optimal,filter,sub-08,43,color_5,color_5,1,2.3505,color_4|color_6|color_1|color_5|color_8|color_3|color_2|color_7
CDX008,1,2,2,optimal,filter,sub-08,44,color_7,color_7,1,4.2524,color_7|color_2|color_4|color_6|color_5|color_3|color_1|color_8
CDX008,1,2,2,optimal,filter,sub-08,45,color_3,color_3,1,2.5789,color_3|color_5|color_8|color_4|color_2|color_6|color_7|color_1
CDX008,1,2,2,optimal,filter,sub-08,46,color_2,color_2,1,2.1156,color_4|color_6|color_7|color_8|color_3|color_5|color_2|color_1
CDX008,1,2,2,optimal,filter,sub-08,47,color_1,color_1,1,1.5494,color_5|color_3|color_1|color_7|color_6|color_2|color_4|color_8
CDX008,1,2,2,optimal,filter,sub-08,48,color_6,color_6,1,1.2512,color_7|color_5|color_8|color_6|color_4|color_2|color_1|color_3
CDX008,1,2,2,optimal,filter,sub-08,49,color_8,timeout,0,10.0,color_7|color_4|color_5|color_2|color_3|color_6|color_8|color_1
CDX008,1,2,2,optimal,filter,sub-08,50,color_8,color_7,0,1.0654,color_7|color_3|color_2|color_1|color_5|color_4|color_6|color_8
CDX008,1,2,2,optimal,filter,sub-08,51,color_3,color_3,1,1.3506,color_1|color_6|color_8|color_2|color_4|color_3|color_5|color_7
CDX008,1,2,2,optimal,filter,sub-08,52,color_1,color_1,1,1.3831,color_4|color_6|color_7|color_1|color_3|color_5|color_8|color_2
CDX008,1,2,2,optimal,filter,sub-08,53,color_1,color_1,1,1.3739,color_3|color_8|color_6|color_5|color_1|color_7|color_4|color_2
CDX008,1,2,2,optimal,filter,sub-08,54,color_7,color_7,1,1.7631,color_1|color_6|color_8|color_2|color_4|color_7|color_5|color_3
CDX008,1,2,2,optimal,filter,sub-08,55,color_5,color_5,1,0.7589,color_7|color_5|color_8|color_3|color_6|color_2|color_1|color_4
CDX008,1,2,2,optimal,filter,sub-08,56,color_6,color_6,1,1.7847,color_2|color_1|color_7|color_3|color_4|color_8|color_6|color_5
CDX008,1,2,2,optimal,filter,sub-08,57,color_4,color_4,1,1.268,color_8|color_5|color_1|color_4|color_2|color_6|color_3|color_7
CDX008,1,2,2,optimal,filter,sub-08,58,color_4,color_4,1,1.8988,color_1|color_8|color_5|color_6|color_7|color_3|color_2|color_4
CDX008,1,2,2,optimal,filter,sub-08,59,color_5,color_5,1,1.0152,color_3|color_1|color_7|color_6|color_5|color_8|color_4|color_2
CDX008,1,2,2,optimal,filter,sub-08,60,color_6,color_6,1,1.0456,color_2|color_5|color_6|color_1|color_4|color_3|color_8|color_7
CDX008,1,2,2,optimal,filter,sub-08,61,color_7,color_7,1,1.5283,color_7|color_5|color_1|color_8|color_6|color_3|color_2|color_4
CDX008,1,2,2,optimal,filter,sub-08,62,color_4,color_4,1,1.3318,color_8|color_5|color_1|color_7|color_6|color_2|color_4|color_3
CDX008,1,2,2,optimal,filter,sub-08,63,color_3,color_3,1,1.0069,color_8|color_6|color_3|color_7|color_5|color_2|color_1|color_4
CDX008,1,2,2,optimal,filter,sub-08,64,color_3,color_3,1,1.575,color_7|color_1|color_5|color_2|color_6|color_4|color_8|color_3
