subj_id,group,session,run,condition,color_mode,filter_subject,trial,stimulus_label,response_label,correct,rt,color_order
CDX008,1,2,1,window,original,,1,color_5,color_5,1,1.3491,color_4|color_8|color_5|color_6|color_2|color_7|color_1|color_3
CDX008,1,2,1,window,original,,2,color_7,color_7,1,1.8751,color_7|color_6|color_2|color_8|color_1|color_5|color_3|color_4
CDX008,1,2,1,window,original,,3,color_8,color_8,1,7.805,color_7|color_5|color_8|color_3|color_4|color_2|color_6|color_1
CDX008,1,2,1,window,original,,4,color_4,color_4,1,1.7693,color_1|color_5|color_3|color_8|color_2|color_4|color_6|color_7
CDX008,1,2,1,window,original,,5,color_5,color_5,1,1.4329,color_5|color_6|color_4|color_8|color_3|color_7|color_1|color_2
CDX008,1,2,1,window,original,,6,color_2,color_2,1,1.5117,color_1|color_4|color_5|color_8|color_3|color_2|color_7|color_6
CDX008,1,2,1,window,original,,7,color_1,color_2,0,4.5558,color_8|color_6|color_7|color_3|color_5|color_2|color_4|color_1
CDX008,1,2,1,window,original,,8,color_1,color_1,1,1.4096,color_2|color_1|color_7|color_5|color_8|color_4|color_6|color_3
CDX008,1,2,1,window,original,,9,color_6,color_6,1,7.5151,color_6|color_5|color_4|color_8|color_2|color_1|color_7|color_3
CDX008,1,2,1,window,original,,10,color_7,color_7,1,1.6087,color_7|color_2|color_8|color_5|color_3|color_4|color_6|color_1
CDX008,1,2,1,window,original,,11,color_6,color_6,1,1.3988,color_3|color_6|color_8|color_7|color_5|color_1|color_2|color_4
CDX008,1,2,1,window,original,,12,color_5,color_5,1,2.4604,color_4|color_7|color_8|color_1|color_5|color_3|color_2|color_6
CDX008,1,2,1,window,original,,13,color_6,color_6,1,1.6221,color_7|color_3|color_4|color_8|color_1|color_6|color_2|color_5
CDX008,1,2,1,window,original,,14,color_4,color_4,1,2.267,color_7|color_6|color_8|color_1|color_3|color_2|color_4|color_5
CDX008,1,2,1,window,original,,15,color_8,color_8,1,3.1723,color_6|color_4|color_7|color_3|color_1|color_8|color_5|color_2
CDX008,1,2,1,window,original,,16,color_1,color_1,1,2.6072,color_5|color_3|color_7|color_6|color_4|color_8|color_2|color_1
CDX008,1,2,1,window,original,,17,color_2,color_2,1,2.34,color_2|color_7|color_8|color_5|color_4|color_3|color_6|color_1
CDX008,1,2,1,window,original,,18,color_4,color_4,1,1.6999,color_3|color_7|color_4|color_5|color_1|color_6|color_8|color_2
CDX008,1,2,1,window,original,,19,color_7,color_7,1,1.2463,color_8|color_7|color_2|color_6|color_1|color_3|color_5|color_4
CDX008,1,2,1,window,original,,20,color_8,color_8,1,2.4957,color_3|color_5|color_7|color_2|color_1|color_8|color_4|color_6
CDX008,1,2,1,window,original,,21,color_8,color_8,1,1.7303,color_3|color_2|color_5|color_1|color_8|color_6|color_7|color_4
CDX008,1,2,1,window,original,,22,color_2,color_2,1,1.8465,color_7|color_5|color_3|color_1|color_8|color_2|color_4|color_6
CDX008,1,2,1,window,original,,23,color_1,color_1,1,1.6171,color_1|color_4|color_8|color_7|color_6|color_3|color_2|color_5
CDX008,1,2,1,window,original,,24,color_4,color_4,1,2.285,color_2|color_5|color_7|color_8|color_6|color_4|color_3|color_1
CDX008,1,2,1,window,original,,25,color_5,color_5,1,1.6198,color_2|color_7|color_8|color_6|color_3|color_5|color_1|color_4
CDX008,1,2,1,window,original,,26,color_7,color_7,1,1.7477,color_3|color_2|color_5|color_1|color_8|color_7|color_6|color_4
CDX008,1,2,1,window,original,,27,color_1,color_2,0,4.6068,color_8|color_2|color_5|color_3|color_7|color_4|color_6|color_1
CDX008,1,2,1,window,original,,28,color_6,color_6,1,8.4131,color_3|color_2|color_4|color_8|color_7|color_5|color_1|color_6
CDX008,1,2,1,window,original,,29,color_5,color_5,1,1.4991,color_1|color_4|color_2|color_8|color_7|color_5|color_6|color_3
CDX008,1,2,1,window,original,,30,color_8,color_8,1,2.5232,color_7|color_1|color_4|color_5|color_3|color_6|color_8|color_2
CDX008,1,2,1,window,original,,31,color_5,color_5,1,1.721,color_2|color_6|color_8|color_4|color_3|color_1|color_5|color_7
CDX008,1,2,1,window,original,,32,color_3,color_3,1,2.3556,color_8|color_5|color_3|color_4|color_6|color_1|color_2|color_7
CDX008,1,2,1,window,original,,33,color_8,color_8,1,1.6705,color_7|color_8|color_4|color_6|color_2|color_5|color_3|color_1
CDX008,1,2,1,window,original,,34,color_4,color_4,1,2.5105,color_3|color_6|color_4|color_1|color_2|color_5|color_8|color_7
CDX008,1,2,1,window,original,,35,color_2,color_2,1,2.7495,color_7|color_6|color_2|color_3|color_1|color_8|color_5|color_4
CDX008,1,2,1,window,original,,36,color_2,color_2,1,1.9976,color_7|color_1|color_4|color_2|color_3|color_5|color_8|color_6
CDX008,1,2,1,window,original,,37,color_7,color_7,1,2.4331,color_4|color_3|color_6|color_5|color_7|color_1|color_2|color_8
CDX008,1,2,1,window,original,,38,color_3,color_3,1,1.5419,color_2|color_7|color_3|color_1|color_5|color_8|color_6|color_4
