subj_id,group,session,run,condition,filter,trial,staircase_id,pair_name,level,response,correct,rt,reversal_count
CDX008,1,2,1,window,no_filter,1,red-orange_sc1,red-orange,0.35,different,1,1.9888,0
CDX008,1,2,1,window,no_filter,2,red-orange_sc0,red-orange,0.65,different,1,2.2464,0
CDX008,1,2,1,window,no_filter,3,green-blue_sc0,green-blue,0.65,different,1,0.6665,0
CDX008,1,2,1,window,no_filter,4,yellow-green_sc1,yellow-green,0.35,different,1,0.5561,0
CDX008,1,2,1,window,no_filter,5,red-cyan_sc0,red-cyan,0.65,different,1,0.5182,0
CDX008,1,2,1,window,no_filter,6,red-cyan_sc1,red-cyan,0.35,different,1,0.6902,0
CDX008,1,2,1,window,no_filter,7,cyan-magenta_sc1,cyan-magenta,0.35,different,1,0.6664,0
CDX008,1,2,1,window,no_filter,8,cyan-magenta_sc0,cyan-magenta,0.65,different,1,0.7614,0
CDX008,1,2,1,window,no_filter,9,cyan-magenta_sc1,cyan-magenta,0.2,different,1,0.5851,0
CDX008,1,2,1,window,no_filter,10,cyan-magenta_sc0,cyan-magenta,0.5,different,1,0.5774,0
CDX008,1,2,1,window,no_filter,11,green-blue_sc1,green-blue,0.35,different,1,0.9123,0
CDX008,1,2,1,window,no_filter,12,red-orange_sc0,red-orange,0.5,different,1,0.6546,0
CDX008,1,2,1,window,no_filter,13,orange-yellow_sc1,orange-yellow,0.35,different,1,0.5949,0
CDX008,1,2,1,window,no_filter,14,cyan-magenta_sc0,cyan-magenta,0.35,different,1,0.5937,0
CDX008,1,2,1,window,no_filter,15,red-orange_sc0,red-orange,0.35,different,1,0.6273,0
CDX008,1,2,1,window,no_filter,16,red-cyan_sc0,red-cyan,0.5,different,1,1.0526,0
CDX008,1,2,1,window,no_filter,17,orange-yellow_sc0,orange-yellow,0.65,different,1,0.8354,0
CDX008,1,2,1,window,no_filter,18,yellow-green_sc1,yellow-green,0.2,different,1,0.9316,0
CDX008,1,2,1,window,no_filter,19,yellow-green_sc1,yellow-green,0.05,different,1,0.7309,0
CDX008,1,2,1,window,no_filter,20,red-orange_sc1,red-orange,0.2,different,1,0.6605,0
CDX008,1,2,1,window,no_filter,21,orange-yellow_sc1,orange-yellow,0.2,different,1,0.6667,0
CDX008,1,2,1,window,no_filter,22,red-orange_sc0,red-orange,0.2,different,1,0.5497,0
CDX008,1,2,1,window,no_filter,23,red-orange_sc1,red-orange,0.05,different,1,2.8449,0
CDX008,1,2,1,window,no_filter,24,yellow-purple_sc0,yellow-purple,0.65,different,1,0.8033,0
CDX008,1,2,1,window,no_filter,25,orange-yellow_sc1,orange-yellow,0.05,different,1,2.5005,0
CDX008,1,2,1,window,no_filter,26,blue-purple_sc0,blue-purple,0.65,different,1,1.0513,0
CDX008,1,2,1,window,no_filter,27,green-blue_sc1,green-blue,0.2,different,1,1.0594,0
CDX008,1,2,1,window,no_filter,28,blue-purple_sc1,blue-purple,0.35,different,1,0.829,0
CDX008,1,2,1,window,no_filter,29,green-blue_sc0,green-blue,0.5,different,1,0.9333,0
CDX008,1,2,1,window,no_filter,30,cyan-magenta_sc1,cyan-magenta,0.05,different,1,0.7825,0
CDX008,1,2,1,window,no_filter,31,red-orange_sc0,red-orange,0.05,different,1,4.5117,0
CDX008,1,2,1,window,no_filter,32,yellow-green_sc1,yellow-green,0.0,different,1,3.0547,0
CDX008,1,2,1,window,no_filter,33,red-cyan_sc0,red-cyan,0.35,different,1,1.894,0
