ROI,Method,N_voxels,HRF_type,Peak_delay_TRs,Use_PCA,N_components,Classification_accuracy,Reconstruction_error_deg,Novel_color_error_deg
V2,true_paper,310,full_curve_basis,5,True,20,1.0,6.146176376135031,105.10315182420945
