ROI,Method,N_voxels,Optimal_delay_TRs,Use_PCA,N_components,Classification_accuracy,Reconstruction_error_deg,Novel_color_error_deg
V3,universal_hrf,111,9,True,20,1.0,3.9998899663012573,124.74845001254823
