,sub-01,sub-02,sub-03,sub-05,sub-06,sub-07
sub-01,1.0,0.12155126090494738,-0.1542324961482587,0.1224112934113503,-0.15967936868881058,0.029814460221968226
sub-02,0.12155126090494739,1.0,-0.022988505747126436,-0.14997263273125339,-0.20032840722495895,0.1258894362342638
sub-03,-0.1542324961482587,-0.022988505747126436,1.0,-0.09852216748768472,0.031198686371100168,-0.23316912972085385
sub-05,0.12241129341135032,-0.14997263273125339,-0.09852216748768472,1.0,-0.2775041050903119,-0.1258894362342638
sub-06,-0.15967936868881058,-0.20032840722495895,0.031198686371100168,-0.2775041050903119,1.0,-0.11877394636015325
sub-07,0.029814460221968226,0.1258894362342638,-0.23316912972085385,-0.1258894362342638,-0.11877394636015325,1.0
