ROI,Method,N_voxels,Optimal_delay_TRs,Use_PCA,N_components,Classification_accuracy,Reconstruction_error_deg,Novel_color_error_deg
V1,universal_hrf,511,5,True,20,1.0,6.2109688482514045,64.08596884825141
