ROI,Method,Feature_type,N_voxels,Optimal_delay_TRs,Use_PCA,N_components,Classification_accuracy,Reconstruction_error_deg,Novel_color_error_deg
V1,zscore_universal_hrf,zscore,503,3,True,6,1.0,51.125,92.875
