ROI,Method,Feature_type,N_voxels,Optimal_delay_TRs,Use_PCA,N_components,Classification_accuracy,Reconstruction_error_deg,Novel_color_error_deg
hV4,zscore_universal_hrf,zscore,51,5,True,6,1.0,14.75,97.125
