subj_id,group,session,run,condition,filter,trial,staircase_id,pair_name,level,response,correct,rt,reversal_count
CDX009,1,2,1,window,no_filter,223,green-blue_sc1,green-blue,0.17,different,1,0.5261,6
CDX009,1,2,1,window,no_filter,224,cyan-magenta_sc1,cyan-magenta,0.15,different,1,0.4592,2
CDX009,1,2,1,window,no_filter,225,yellow-purple_sc1,yellow-purple,0.09,different,1,0.4284,2
CDX009,1,2,1,window,no_filter,226,red-cyan_sc1,red-cyan,0.06,same,0,0.6777,5
CDX009,1,2,1,window,no_filter,227,cyan-magenta_sc1,cyan-magenta,0.12,different,1,0.7391,2
CDX009,1,2,1,window,no_filter,228,green-blue_sc0,green-blue,0.23,different,1,0.5851,4
CDX009,1,2,1,window,no_filter,229,cyan-magenta_sc1,cyan-magenta,0.15,same,0,0.6679,3
CDX009,1,2,1,window,no_filter,230,green-blue_sc1,green-blue,0.2,same,0,0.8858,7
CDX009,1,2,1,window,no_filter,231,red-cyan_sc1,red-cyan,0.03,different,1,0.5829,6
CDX009,1,2,1,window,no_filter,232,orange-yellow_sc0,orange-yellow,0.2,same,0,0.7647,7
CDX009,1,2,1,window,no_filter,233,green-blue_sc1,green-blue,0.23,same,0,0.7718,7
CDX009,1,2,1,window,no_filter,234,cyan-magenta_sc1,cyan-magenta,0.18,same,0,0.5635,3
CDX009,1,2,1,window,no_filter,235,green-blue_sc1,green-blue,0.26,same,0,0.5199,7
CDX009,1,2,1,window,no_filter,236,cyan-magenta_sc1,cyan-magenta,0.15,different,1,0.8197,4
CDX009,1,2,1,window,no_filter,237,red-cyan_sc0,red-cyan,0.03,different,1,1.2286,4
CDX009,1,2,1,window,no_filter,238,orange-yellow_sc1,orange-yellow,0.2,different,1,0.5206,4
CDX009,1,2,1,window,no_filter,239,orange-yellow_sc1,orange-yellow,0.17,different,1,0.5816,4
CDX009,1,2,1,window,no_filter,240,blue-purple_sc0,blue-purple,0.11,different,1,0.546,6
CDX009,1,2,1,window,no_filter,241,red-orange_sc0,red-orange,0.09,different,1,0.6234,2
CDX009,1,2,1,window,no_filter,242,yellow-green_sc1,yellow-green,0.08,different,1,0.5555,4
CDX009,1,2,1,window,no_filter,243,yellow-green_sc0,yellow-green,0.06,same,0,0.6727,5
CDX009,1,2,1,window,no_filter,244,orange-yellow_sc1,orange-yellow,0.2,same,0,0.6877,5
CDX009,1,2,1,window,no_filter,245,red-cyan_sc0,red-cyan,0.06,same,0,1.0242,5
CDX009,1,2,1,window,no_filter,246,green-blue_sc1,green-blue,0.23,different,1,0.6831,8
CDX009,1,2,1,window,no_filter,247,red-orange_sc1,red-orange,0.05,different,1,1.2356,8
CDX009,1,2,1,window,no_filter,248,blue-purple_sc0,blue-purple,0.08,different,1,0.5787,6
CDX009,1,2,1,window,no_filter,249,orange-yellow_sc1,orange-yellow,0.17,different,1,0.6607,6
CDX009,1,2,1,window,no_filter,250,red-cyan_sc0,red-cyan,0.03,different,1,0.6824,6
CDX009,1,2,1,window,no_filter,251,orange-yellow_sc1,orange-yellow,0.2,same,0,0.6242,7
CDX009,1,2,1,window,no_filter,252,orange-yellow_sc0,orange-yellow,0.17,different,1,0.7411,8
CDX009,1,2,1,window,no_filter,253,blue-purple_sc0,blue-purple,0.11,same,0,1.1089,7
CDX009,1,2,1,window,no_filter,254,green-blue_sc0,green-blue,0.26,same,0,1.0344,5
CDX009,1,2,1,window,no_filter,255,yellow-green_sc1,yellow-green,0.05,different,1,0.9485,4
CDX009,1,2,1,window,no_filter,256,green-blue_sc0,green-blue,0.23,different,1,0.5942,6
CDX009,1,2,1,window,no_filter,257,blue-purple_sc0,blue-purple,0.08,different,1,1.0643,8
CDX009,1,2,1,window,no_filter,258,yellow-green_sc0,yellow-green,0.03,different,1,0.6127,6
CDX009,1,2,1,window,no_filter,259,red-cyan_sc0,red-cyan,0.0,different,1,0.7096,6
CDX009,1,2,1,window,no_filter,260,red-cyan_sc1,red-cyan,0.06,same,0,0.5855,7
CDX009,1,2,1,window,no_filter,261,green-blue_sc1,green-blue,0.2,different,1,0.5704,8
CDX009,1,2,1,window,no_filter,262,green-blue_sc0,green-blue,0.2,different,1,0.6433,6
CDX009,1,2,1,window,no_filter,263,yellow-green_sc1,yellow-green,0.02,different,1,0.8198,4
CDX009,1,2,1,window,no_filter,264,red-cyan_sc0,red-cyan,0.0,different,1,0.639,6
CDX009,1,2,1,window,no_filter,265,cyan-magenta_sc1,cyan-magenta,0.12,different,1,0.6684,4
CDX009,1,2,1,window,no_filter,266,orange-yellow_sc0,orange-yellow,0.14,different,1,0.8507,8
CDX009,1,2,1,window,no_filter,267,yellow-green_sc1,yellow-green,0.05,same,0,0.6553,5
CDX009,1,2,1,window,no_filter,268,red-orange_sc1,red-orange,0.08,same,0,0.8023,9
